File_Name,Operator,Service_Code,Line_Name,Departure_Time,Distance,Run_Time,Number_of_Stops
6404-None--SCSO-AL-2026-03-30-AT260531__SCSO_PH0005857_222_20260705-BODS_V1_1.xml,Stagecoach South,PH0005857:222,418,07:46:00,336,PT0M0S,1345
6406-None--SCSO-AL-2026-03-30-AT260531__SCSO_PH0005857_263_20260705-BODS_V1_1.xml,Stagecoach South,PH0005857:263,406,07:41:00,84,PT0M0S,646
6406-None--SCSO-AL-2026-07-19-AT260719Hybridv2__SCSO_PH0005857_263_20260719-BODS_V1_1.xml,Stagecoach South,PH0005857:263,406,07:41:00,84,PT0M0S,362
6415-None--SCSO-AL-2026-03-30-AT260531__SCSO_PH0005857_303_20260716-BODS_V1_1.xml,Stagecoach South,PH0005857:303,415,07:57:00,503,PT0M0S,31
6470-None--SCSO-AL-2026-03-30-AT260412__SCSO_PK0002571_122_20260412-BODS_V1_1.xml,Stagecoach South,PK0002571:122,470,07:40:00,539,PT0M0S,175
6470-None--SCSO-AL-2026-03-30-AT260531__SCSO_PK0002571_122_20260723-BODS_V1_1.xml,Stagecoach South,PK0002571:122,470,07:40:00,539,PT0M0S,175
6470-None--SCSO-AL-2026-07-19-AT260719Hybridv2__SCSO_PK0002571_122_20260719-BODS_V1_1.xml,Stagecoach South,PK0002571:122,470,07:40:00,539,PT0M0S,175
6694-None--SCSO-AL-2026-03-30-AT260531__SCSO_PK0002571_123_20260716-BODS_V1_1.xml,Stagecoach South,PK0002571:123,694,07:42:00,360,PT0M0S,141
6965-None--SCSO-AL-2026-03-30-AT260531__SCSO_PH0005857_119_20260628-BODS_V1_1.xml,Stagecoach South,PH0005857:119,65X,08:30:00,318,PT0M0S,465
7001-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_137_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:137,1,08:30:00,516,PT0M0S,598
7002-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_315_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:315,2,08:06:00,512,PT0M0S,550
7003-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_316_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:316,3,08:09:00,306,PT0M0S,1692
7004-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_317_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:317,4,07:03:00,296,PT0M0S,1034
7005-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_287_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:287,5,07:05:00,591,PT0M0S,805
7008-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_143_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:143,8,06:55:00,624,PT0M0S,12471
7066_7067-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_264_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:264,66,07:31:00,231,PT0M0S,3865
7073-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_320_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:320,73,07:20:00,220,PT0M0S,520
7074_7075-None--SCSO-Andover-2025-08-31-AR_12Oct25__SCSO_PH0005857_321_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:321,75,07:45:00,430,PT0M0S,1191
7076_7676-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_319_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:319,76,07:30:00,473,PT0M0S,2596
7087-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_277_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:277,87,08:50:00,645,PT0M0S,1708
7201-None--SCSO-Andover-2025-08-31-AR_12Jan26_ongoing__SCSO_PH0005857_265_20260618-BODS_V1_1.xml,Stagecoach South,PH0005857:265,201,07:30:00,173,PT0M0S,146
8001-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_188_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:188,1,08:27:00,759,PT0M0S,1360
8002-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_189_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:189,2,07:55:00,569,PT0M0S,3114
8003-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_190_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:190,3,08:38:00,712,PT0M0S,643
8004-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_212_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:212,4,06:10:00,738,PT0M0S,1497
8005-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_192_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:192,5,08:13:00,610,PT0M0S,515
8006-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_332_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:332,6,07:37:00,611,PT0M0S,614
8007-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_194_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:194,7,08:00:00,698,PT0M0S,1061
8008-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_195_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:195,8,07:56:00,563,PT0M0S,1399
8009-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_333_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:333,9,09:08:00,638,PT0M0S,536
8010-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_220_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:220,10,06:39:00,264,PT0M0S,564
8011-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_197_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:197,11,10:35:00,735,PT0M0S,1219
8012-None--SCSO-Basingstoke-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_198_20260316-BODS_V1_1.xml,Stagecoach South,PH0005857:198,12,07:00:00,846,PT0M0S,942
8013-None--SCSO-Basingstoke-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_120_20260702-BODS_V1_1.xml,Stagecoach South,PH0005857:120,13,07:58:00,3675,PT0M0S,4120
8014-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_199_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:199,14,06:21:00,591,PT0M0S,2326
8015-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_213_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:213,15,09:47:00,500,PT0M0S,70
8016-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_234_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:234,16,10:00:00,746,PT0M0S,189
8017-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_266_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:266,17,07:01:00,840,PT0M0S,162
8020-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_302_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:302,20,07:15:00,713,PT0M0S,514
8032-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_200_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:200,32,07:40:00,588,PT0M0S,3192
8607-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_334_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:334,607,07:35:00,200,PT0M0S,197
8655-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_202_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:202,655,07:22:00,204,PT0M0S,325
8657-None--SCSO-BE-2026-01-11-BE260111v10_Reports__SCSO_PH0005857_204_20260205-BODS_V1_1.xml,Stagecoach South,PH0005857:204,657,08:07:00,200,PT0M0S,395
9002-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_156_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:156,2,08:15:00,167,PT0M0S,2180
9002-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_156_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:156,2,08:15:00,167,PT0M0S,2180
9003-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_123_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:123,3,07:45:00,163,PT0M0S,1409
9003-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_123_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:123,3,07:45:00,351,PT0M0S,1281
9003-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_123_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:123,3,07:45:00,163,PT0M0S,2033
9004-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_158_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:158,4,08:48:00,167,PT0M0S,124
9005-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_159_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:159,5,07:40:00,377,PT0M0S,3514
9005-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_159_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:159,5,07:40:00,377,PT0M0S,2574
9005-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_159_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:159,5,07:40:00,377,PT0M0S,4072
9006-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_160_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:160,6,08:30:00,366,PT0M0S,1483
9006-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_160_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:160,6,08:30:00,366,PT0M0S,1483
9006-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_160_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:160,6,08:30:00,366,PT0M0S,1863
9007-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_withdraw__SCSO_PH0005857_161_20260626-BODS_V1_1.xml,Stagecoach South,PH0005857:161,7,07:30:00,355,PT0M0S,1703
9007-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_161_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:161,7,07:30:00,355,PT0M0S,1333
9007-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_341_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:341,7,07:20:00,336,PT0M0S,685
9011-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_158_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:158,4,08:48:00,167,PT0M0S,108
9011-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_158_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:158,11,08:48:00,167,PT0M0S,124
9016-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_297_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:297,16,07:35:00,388,PT0M0S,1005
9016-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_297_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:297,16,08:05:00,388,PT0M0S,857
9016-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_297_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:297,16,07:35:00,388,PT0M0S,1002
9049-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_306_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:306,49,08:10:00,411,PT0M0S,1761
9049-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_306_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:306,49,08:10:00,411,PT0M0S,1060
9049-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_306_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:306,49,13:40:00,411,PT0M0S,1961
9064-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_165_20260701-BODS_V1_1.xml,Stagecoach South,PH0005857:165,64,07:15:00,273,PT0M0S,4190
9064-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_165_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:165,64,07:15:00,776,PT0M0S,2960
9064-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_165_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:165,64,07:15:00,273,PT0M0S,5152
9066-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_122_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:122,66,07:10:00,369,PT0M0S,4164
9066-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_122_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:122,66,07:10:00,369,PT0M0S,4164
9067-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_167_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:167,67,07:15:00,399,PT0M0S,2048
9067-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_167_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:167,67,07:25:00,399,PT0M0S,1712
9067-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_167_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:167,67,07:10:00,399,PT0M0S,3080
9068-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_244_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:244,68,07:23:00,317,PT0M0S,720
9069-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_168_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:168,69,07:40:00,503,PT0M0S,6716
9069-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_168_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:168,69,07:40:00,503,PT0M0S,5997
9069-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_168_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:168,69,07:40:00,503,PT0M0S,6757
9086-None--SCSO-Andover-2025-08-31-AR_12Oct25__SCSO_PH0005857_322_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:322,86,07:30:00,273,PT0M0S,502
9100-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live__SCSO_PH0005857_169_20260612-BODS_V1_1.xml,Stagecoach South,PH0005857:169,WPR,06:25:00,423,PT0M0S,965
9100-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_169_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:169,WPR,06:25:00,423,PT0M0S,965
9149-None--SCSO-Winchester-2025-09-14-Winchester_01Jun26_live_(2)__SCSO_PH0005857_307_20260606-BODS_V1_1.xml,Stagecoach South,PH0005857:307,49h,09:45:00,1417,PT0M0S,274
9149-None--SCSO-Winchester-2025-09-14-Winchester_23July26__SCSO_PH0005857_307_20260723-BODS_V1_1.xml,Stagecoach South,PH0005857:307,49h,09:45:00,1417,PT0M0S,274
9149-None--SCSO-Winchester-2025-09-14-Winchester_30Aug26__SCSO_PH0005857_307_20260830-BODS_V1_1.xml,Stagecoach South,PH0005857:307,49h,09:50:00,1417,PT0M0S,274
